Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
1164	0.006965316	0.006965316	0.006965316	0.040870751
1165	0.006926557	0.006926557	0.006926557	0.040738086
1166	0.006888014	0.006888014	0.006888014	0.040605851
1167	0.006849686	0.006849686	0.006849686	0.040474046
1168	0.006811571	0.006811571	0.006811571	0.040342669
1169	0.006773668	0.006773668	0.006773668	0.040211718
1170	0.006735976	0.006735976	0.006735976	0.040081192
1171	0.006698493	0.006698493	0.006698493	0.03995109
1172	0.006661219	0.006661219	0.006661219	0.03982141
1173	0.006624153	0.006624153	0.006624153	0.039692151
1174	0.006587293	0.006587293	0.006587293	0.039563311
1175	0.006550638	0.006550638	0.006550638	0.03943489
1176	0.006514186	0.006514186	0.006514186	0.039306886
1177	0.006477938	0.006477938	0.006477938	0.039179297
1178	0.006441892	0.006441892	0.006441892	0.039052122
1179	0.006406046	0.006406046	0.006406046	0.03892536
1180	0.006370399	0.006370399	0.006370399	0.03879901
1181	0.006334951	0.006334951	0.006334951	0.03867307
1182	0.0062997	0.0062997	0.0062997	0.038547538
1183	0.006264645	0.006264645	0.006264645	0.038422414
1184	0.006229785	0.006229785	0.006229785	0.038297696
1185	0.00619512	0.00619512	0.00619512	0.038173383
1186	0.006160647	0.006160647	0.006160647	0.038049474
1187	0.006126366	0.006126366	0.006126366	0.037925966
1188	0.006092276	0.006092276	0.006092276	0.03780286
1189	0.006058375	0.006058375	0.006058375	0.037680153
1190	0.006024663	0.006024663	0.006024663	0.037557845
1191	0.005991139	0.005991139	0.005991139	0.037435933
1192	0.005957801	0.005957801	0.005957801	0.037314417
1193	0.005924649	0.005924649	0.005924649	0.037193296
1194	0.005891681	0.005891681	0.005891681	0.037072568
1195	0.005858897	0.005858897	0.005858897	0.036952232
1196	0.005826295	0.005826295	0.005826295	0.036832286
1197	0.005793874	0.005793874	0.005793874	0.03671273
1198	0.005761634	0.005761634	0.005761634	0.036593561
1199	0.005729574	0.005729574	0.005729574	0.03647478
1200	0.005697691	0.005697691	0.005697691	0.036356384
1201	0.005665986	0.005665986	0.005665986	0.036238372
1202	0.005634458	0.005634458	0.005634458	0.036120744
1203	0.005603105	0.005603105	0.005603105	0.036003497
1204	0.005571926	0.005571926	0.005571926	0.035886631
1205	0.005540921	0.005540921	0.005540921	0.035770144
1206	0.005510089	0.005510089	0.005510089	0.035654035
1207	0.005479428	0.005479428	0.005479428	0.035538304
1208	0.005448937	0.005448937	0.005448937	0.035422947
1209	0.005418617	0.005418617	0.005418617	0.035307966
1210	0.005388465	0.005388465	0.005388465	0.035193357
1211	0.005358481	0.005358481	0.005358481	0.035079121
1212	0.005328663	0.005328663	0.005328663	0.034965255
1213	0.005299012	0.005299012	0.005299012	0.034851759
1214	0.005269525	0.005269525	0.005269525	0.034738631
1215	0.005240203	0.005240203	0.005240203	0.034625871
1216	0.005211044	0.005211044	0.005211044	0.034513477
1217	0.005182047	0.005182047	0.005182047	0.034401447
1218	0.005153211	0.005153211	0.005153211	0.034289781
1219	0.005124536	0.005124536	0.005124536	0.034178478
1220	0.005096021	0.005096021	0.005096021	0.034067535
1221	0.005067664	0.005067664	0.005067664	0.033956953
1222	0.005039465	0.005039465	0.005039465	0.03384673
1223	0.005011423	0.005011423	0.005011423	0.033736865
1224	0.004983536	0.004983536	0.004983536	0.033627356
1225	0.004955805	0.004955805	0.004955805	0.033518203
1226	0.004928229	0.004928229	0.004928229	0.033409404
1227	0.004900806	0.004900806	0.004900806	0.033300958
1228	0.004873535	0.004873535	0.004873535	0.033192864
1229	0.004846416	0.004846416	0.004846416	0.033085121
1230	0.004819448	0.004819448	0.004819448	0.032977728
1231	0.00479263	0.00479263	0.00479263	0.032870684
1232	0.004765962	0.004765962	0.004765962	0.032763986
1233	0.004739441	0.004739441	0.004739441	0.032657636
1234	0.004713069	0.004713069	0.004713069	0.03255163
1235	0.004686843	0.004686843	0.004686843	0.032445969
1236	0.004660763	0.004660763	0.004660763	0.03234065
1237	0.004634828	0.004634828	0.004634828	0.032235673
1238	0.004609037	0.004609037	0.004609037	0.032131037
1239	0.00458339	0.00458339	0.00458339	0.032026741
1240	0.004557886	0.004557886	0.004557886	0.031922783
1241	0.004532524	0.004532524	0.004532524	0.031819163
1242	0.004507302	0.004507302	0.004507302	0.031715879
1243	0.004482221	0.004482221	0.004482221	0.031612931
1244	0.00445728	0.00445728	0.00445728	0.031510316
1245	0.004432477	0.004432477	0.004432477	0.031408035
1246	0.004407813	0.004407813	0.004407813	0.031306085
1247	0.004383285	0.004383285	0.004383285	0.031204467
1248	0.004358895	0.004358895	0.004358895	0.031103178
1249	0.004334639	0.004334639	0.004334639	0.031002218
1250	0.004310519	0.004310519	0.004310519	0.030901586
1251	0.004286533	0.004286533	0.004286533	0.030801281
1252	0.004262681	0.004262681	0.004262681	0.030701301
1253	0.004238961	0.004238961	0.004238961	0.030601645
1254	0.004215373	0.004215373	0.004215373	0.030502313
1255	0.004191917	0.004191917	0.004191917	0.030403304
1256	0.004168591	0.004168591	0.004168591	0.030304616
1257	0.004145395	0.004145395	0.004145395	0.030206248
1258	0.004122328	0.004122328	0.004122328	0.030108199
1259	0.004099389	0.004099389	0.004099389	0.030010469
1260	0.004076578	0.004076578	0.004076578	0.029913056
1261	0.004053894	0.004053894	0.004053894	0.02981596
1262	0.004031336	0.004031336	0.004031336	0.029719178
1263	0.004008903	0.004008903	0.004008903	0.02962271
1264	0.003986596	0.003986596	0.003986596	0.029526556
1265	0.003964412	0.003964412	0.003964412	0.029430714
1266	0.003942352	0.003942352	0.003942352	0.029335183
1267	0.003920415	0.003920415	0.003920415	0.029239962
1268	0.0038986	0.0038986	0.0038986	0.02914505
1269	0.003876906	0.003876906	0.003876906	0.029050446
1270	0.003855333	0.003855333	0.003855333	0.028956149
1271	0.00383388	0.00383388	0.00383388	0.028862159
1272	0.003812546	0.003812546	0.003812546	0.028768473
1273	0.003791331	0.003791331	0.003791331	0.028675091
1274	0.003770234	0.003770234	0.003770234	0.028582013
1275	0.003749255	0.003749255	0.003749255	0.028489237
1276	0.003728392	0.003728392	0.003728392	0.028396762
1277	0.003707645	0.003707645	0.003707645	0.028304587
1278	0.003687014	0.003687014	0.003687014	0.028212711
1279	0.003666497	0.003666497	0.003666497	0.028121134
1280	0.003646095	0.003646095	0.003646095	0.028029853
1281	0.003625806	0.003625806	0.003625806	0.027938869
1282	0.003605631	0.003605631	0.003605631	0.027848181
1283	0.003585567	0.003585567	0.003585567	0.027757786
1284	0.003565615	0.003565615	0.003565615	0.027667686
1285	0.003545774	0.003545774	0.003545774	0.027577877
1286	0.003526044	0.003526044	0.003526044	0.02748836
1287	0.003506423	0.003506423	0.003506423	0.027399134
1288	0.003486911	0.003486911	0.003486911	0.027310197
1289	0.003467508	0.003467508	0.003467508	0.027221549
1290	0.003448213	0.003448213	0.003448213	0.027133189
1291	0.003429026	0.003429026	0.003429026	0.027045116
1292	0.003409945	0.003409945	0.003409945	0.026957328
1293	0.00339097	0.00339097	0.00339097	0.026869826
1294	0.003372101	0.003372101	0.003372101	0.026782607
1295	0.003353337	0.003353337	0.003353337	0.026695672
1296	0.003334677	0.003334677	0.003334677	0.026609018
1297	0.003316121	0.003316121	0.003316121	0.026522646
1298	0.003297669	0.003297669	0.003297669	0.026436555
1299	0.003279319	0.003279319	0.003279319	0.026350743
1300	0.003261071	0.003261071	0.003261071	0.026265209
